"feature","frequency","rank","docfreq","group"
"sold",45,1004,40,"all"
"sort",45,1004,41,"all"
"groups",45,1004,43,"all"
"judge",45,1004,43,"all"
"c",45,1004,40,"all"
"king",45,1004,42,"all"
"characters",45,1004,34,"all"
"glad",45,1004,45,"all"
"includes",45,1004,40,"all"
"parts",45,1004,43,"all"
"calls",45,1004,44,"all"
"la",45,1004,40,"all"
"talked",45,1004,40,"all"
"international",45,1004,44,"all"
"common",45,1004,45,"all"
"data",45,1004,37,"all"
"walked",44,1027,41,"all"
"image",44,1027,41,"all"
"recipe",44,1027,38,"all"
"healthy",44,1027,38,"all"
"sounds",44,1027,44,"all"
"seemed",44,1027,42,"all"
"reach",44,1027,43,"all"
"society",44,1027,41,"all"
"various",44,1027,43,"all"
"senior",44,1027,43,"all"
"de",44,1027,41,"all"
"you've",44,1027,42,"all"
"worst",44,1027,43,"all"
"earth",44,1027,41,"all"
"track",44,1027,42,"all"
"leaving",44,1027,44,"all"
"relationship",44,1027,41,"all"
"super",44,1027,44,"all"
"tough",44,1027,42,"all"
"dance",44,1027,36,"all"
"jones",44,1027,38,"all"
"gives",44,1027,43,"all"
"served",44,1027,42,"all"
"growth",44,1027,40,"all"
"ur",44,1027,38,"all"
"increase",43,1052,41,"all"
"written",43,1052,41,"all"
"isn’t",43,1052,41,"all"
"cook",43,1052,34,"all"
"eight",43,1052,43,"all"
"network",43,1052,40,"all"
"apparently",43,1052,42,"all"
"fast",43,1052,42,"all"
"planning",43,1052,40,"all"
"truth",43,1052,41,"all"
"george",43,1052,41,"all"
"miles",43,1052,40,"all"
"grow",43,1052,36,"all"
"avoid",43,1052,41,"all"
"david",43,1052,41,"all"
"sat",43,1052,42,"all"
"teachers",43,1052,39,"all"
"stage",43,1052,41,"all"
"attorney",43,1052,42,"all"
"ended",43,1052,42,"all"
"lake",43,1052,36,"all"
"spending",43,1052,43,"all"
"charge",43,1052,41,"all"
"interview",43,1052,41,"all"
"ice",43,1052,38,"all"
"evening",43,1052,40,"all"
"legal",43,1052,42,"all"
"rights",43,1052,40,"all"
"quarter",43,1052,41,"all"
"reported",43,1052,43,"all"
"clearly",42,1082,39,"all"
"received",42,1082,42,"all"
"upon",42,1082,42,"all"
"unless",42,1082,41,"all"
"successful",42,1082,41,"all"
"welcome",42,1082,41,"all"
"you'll",42,1082,40,"all"
"english",42,1082,38,"all"
"easily",42,1082,41,"all"
"reports",42,1082,40,"all"
"starts",42,1082,39,"all"
"reality",42,1082,37,"all"
"let's",42,1082,41,"all"
"average",42,1082,40,"all"
"built",42,1082,40,"all"
"cross",42,1082,39,"all"
"present",42,1082,40,"all"
"drink",42,1082,38,"all"
"folks",42,1082,41,"all"
"brother",42,1082,42,"all"
"features",42,1082,41,"all"
"fair",42,1082,40,"all"
"slow",42,1082,41,"all"
"sports",42,1082,38,"all"
"florida",42,1082,40,"all"
"holiday",42,1082,38,"all"
"professional",42,1082,40,"all"
"products",42,1082,39,"all"
"union",42,1082,38,"all"
"safety",42,1082,34,"all"
"bowl",42,1082,40,"all"
"performance",42,1082,39,"all"
"chief",42,1082,42,"all"
"land",42,1082,42,"all"
"ball",41,1116,39,"all"
"eventually",41,1116,40,"all"
"cash",41,1116,39,"all"
"consider",41,1116,40,"all"
"product",41,1116,38,"all"
"prices",41,1116,36,"all"
"lord",41,1116,39,"all"
"lady",41,1116,39,"all"
"wild",41,1116,36,"all"
"there’s",41,1116,35,"all"
"lucky",41,1116,40,"all"
"dream",41,1116,41,"all"
"rain",41,1116,38,"all"
"politics",41,1116,38,"all"
"b",41,1116,39,"all"
"telling",41,1116,40,"all"
"wow",41,1116,37,"all"
"mention",41,1116,41,"all"
"pictures",41,1116,36,"all"
"ran",41,1116,41,"all"
"student",41,1116,40,"all"
"busy",41,1116,40,"all"
"immediately",41,1116,40,"all"
"opened",41,1116,38,"all"
"overall",41,1116,40,"all"
"dr",41,1116,36,"all"
"smith",41,1116,34,"all"
"boys",41,1116,39,"all"
"executive",41,1116,39,"all"
"customers",40,1145,37,"all"
"taste",40,1145,37,"all"
"glass",40,1145,37,"all"
"eye",40,1145,35,"all"
"fit",40,1145,39,"all"
"we've",40,1145,39,"all"
"teacher",40,1145,37,"all"
"novel",40,1145,35,"all"
"closed",40,1145,38,"all"
"agree",40,1145,40,"all"
"officers",40,1145,36,"all"
"notes",40,1145,38,"all"
"fell",40,1145,38,"all"
"pulled",40,1145,39,"all"
"insurance",40,1145,36,"all"
"minute",40,1145,39,"all"
"note",40,1145,39,"all"
"industry",40,1145,40,"all"
"photo",40,1145,37,"all"
"safe",40,1145,37,"all"
"ride",40,1145,39,"all"
"snow",40,1145,35,"all"
"administration",40,1145,37,"all"
"letter",40,1145,38,"all"
"july",40,1145,39,"all"
"lower",40,1145,38,"all"
"tickets",40,1145,32,"all"
"sad",40,1145,40,"all"
"credit",40,1145,32,"all"
"mix",40,1145,36,"all"
"smile",40,1145,39,"all"
"civil",40,1145,35,"all"
"charged",40,1145,38,"all"
"council",39,1178,33,"all"
"charges",39,1178,35,"all"
"artist",39,1178,33,"all"
"totally",39,1178,37,"all"
"chicken",39,1178,36,"all"
"forget",39,1178,39,"all"
"dress",39,1178,34,"all"
"effect",39,1178,38,"all"
"access",39,1178,39,"all"
"address",39,1178,37,"all"
"hurt",39,1178,38,"all"
"onto",39,1178,39,"all"
"sell",39,1178,38,"all"
"cute",39,1178,36,"all"
"t",39,1178,36,"all"
"tells",39,1178,38,"all"
"neighborhood",39,1178,36,"all"
"straight",39,1178,37,"all"
"missing",39,1178,39,"all"
"americans",39,1178,36,"all"
"required",39,1178,38,"all"
"previous",39,1178,39,"all"
"items",39,1178,33,"all"
"keeping",39,1178,38,"all"
"classic",39,1178,35,"all"
"moments",39,1178,32,"all"
"pass",39,1178,37,"all"
"clean",39,1178,35,"all"
"mike",39,1178,38,"all"
"r",39,1178,33,"all"
"projects",39,1178,35,"all"
"compared",39,1178,38,"all"
"led",39,1178,39,"all"
"decide",39,1178,38,"all"
"romney",39,1178,31,"all"
"events",38,1213,37,"all"
"putting",38,1213,38,"all"
"finding",38,1213,38,"all"
"release",38,1213,37,"all"
"sale",38,1213,38,"all"
"butter",38,1213,31,"all"
"benefits",38,1213,36,"all"
"search",38,1213,37,"all"
"except",38,1213,37,"all"
"ha",38,1213,28,"all"
"tired",38,1213,36,"all"
"google",38,1213,33,"all"
"china",38,1213,35,"all"
"strength",38,1213,36,"all"
"shopping",38,1213,31,"all"
"corner",38,1213,35,"all"
"trust",38,1213,37,"all"
"whom",38,1213,38,"all"
"appears",38,1213,37,"all"
"fish",38,1213,31,"all"
"type",38,1213,38,"all"
"serious",38,1213,38,"all"
"golden",38,1213,38,"all"
"sister",38,1213,38,"all"
"join",38,1213,37,"all"
"named",38,1213,36,"all"
"military",38,1213,34,"all"
"details",38,1213,36,"all"
"dropped",38,1213,37,"all"
"records",38,1213,36,"all"
"catch",38,1213,38,"all"
"ability",38,1213,37,"all"
"hotel",38,1213,37,"all"
"hospital",38,1213,36,"all"
"senate",38,1213,37,"all"
"tour",37,1248,35,"all"
"winner",37,1248,33,"all"
"station",37,1248,34,"all"
"box",37,1248,37,"all"
"computer",37,1248,34,"all"
"doctor",37,1248,32,"all"
"baking",37,1248,33,"all"
"older",37,1248,35,"all"
"helping",37,1248,37,"all"
"stopped",37,1248,36,"all"
"homes",37,1248,33,"all"
"review",37,1248,36,"all"
"expect",37,1248,36,"all"
"official",37,1248,34,"all"
"property",37,1248,36,"all"
"central",37,1248,37,"all"
"christie",37,1248,34,"all"
"voters",37,1248,33,"all"
"gov",37,1248,35,"all"
"value",36,1267,34,"all"
"quick",36,1267,35,"all"
"till",36,1267,35,"all"
"none",36,1267,35,"all"
"raised",36,1267,36,"all"
"title",36,1267,35,"all"
"pan",36,1267,26,"all"
"farm",36,1267,31,"all"
"grand",36,1267,34,"all"
"arrived",36,1267,35,"all"
"fly",36,1267,33,"all"
"beyond",36,1267,36,"all"
"throw",36,1267,33,"all"
"production",36,1267,33,"all"
"spread",36,1267,32,"all"
"annual",36,1267,35,"all"
"base",36,1267,32,"all"
"notice",36,1267,35,"all"
"filled",36,1267,36,"all"
"bus",36,1267,28,"all"
"match",36,1267,33,"all"
"supposed",36,1267,36,"all"
"fashion",36,1267,33,"all"
"toward",36,1267,34,"all"
"easier",36,1267,35,"all"
"losing",36,1267,32,"all"
"democrats",36,1267,33,"all"
"committee",36,1267,31,"all"
"leaders",36,1267,36,"all"
"leading",36,1267,34,"all"
"efforts",35,1297,35,"all"
"songs",35,1297,29,"all"
"rules",35,1297,31,"all"
"truly",35,1297,34,"all"
"wasn’t",35,1297,33,"all"
"rich",35,1297,33,"all"
"background",35,1297,33,"all"
"link",35,1297,35,"all"
"here's",35,1297,35,"all"
"honest",35,1297,33,"all"
"plants",35,1297,25,"all"
"valley",35,1297,29,"all"
"remain",35,1297,34,"all"
"twice",35,1297,35,"all"
"lack",35,1297,35,"all"
"pink",35,1297,31,"all"
"hearing",35,1297,33,"all"
"defense",35,1297,33,"all"
"scott",35,1297,31,"all"
"weight",35,1297,31,"all"
"cooking",35,1297,32,"all"
"effort",35,1297,34,"all"
"tea",35,1297,31,"all"
"drop",35,1297,35,"all"
"dogs",35,1297,27,"all"
"worry",35,1297,32,"all"
"degrees",35,1297,26,"all"
"addition",35,1297,35,"all"
"appreciate",35,1297,34,"all"
"pepper",35,1297,31,"all"
"evidence",35,1297,35,"all"
"museum",35,1297,30,"all"
"n",35,1297,34,"all"
"primary",35,1297,33,"all"
"improve",35,1297,33,"all"
"e",35,1297,32,"all"
"wearing",34,1333,34,"all"
"organization",34,1333,30,"all"
"selling",34,1333,31,"all"
"asking",34,1333,34,"all"
"spirit",34,1333,33,"all"
"beans",34,1333,24,"all"
"terms",34,1333,33,"all"
"complex",34,1333,32,"all"
"square",34,1333,26,"all"
"married",34,1333,31,"all"
"receive",34,1333,33,"all"
"range",34,1333,30,"all"
"associated",34,1333,34,"all"
"hoping",34,1333,34,"all"
"subject",34,1333,32,"all"
"natural",34,1333,34,"all"
"heavy",34,1333,34,"all"
"designed",34,1333,34,"all"
"showed",34,1333,34,"all"
"window",34,1333,31,"all"
"flowers",34,1333,30,"all"
"travel",34,1333,34,"all"
"agreed",34,1333,33,"all"
"bottom",34,1333,32,"all"
"lived",34,1333,33,"all"
"session",34,1333,33,"all"
"agency",34,1333,33,"all"
"greater",34,1333,34,"all"
"nine",34,1333,34,"all"
"larger",34,1333,34,"all"
"necessary",34,1333,34,"all"
"texas",34,1333,33,"all"
"dear",34,1333,34,"all"
"physical",34,1333,33,"all"
"stock",34,1333,31,"all"
"year's",34,1333,32,"all"
"francisco",34,1333,25,"all"
"knowledge",33,1370,30,"all"
"born",33,1370,33,"all"
"joy",33,1370,31,"all"
"poor",33,1370,32,"all"
"enjoying",33,1370,33,"all"
"closer",33,1370,32,"all"
"modern",33,1370,31,"all"
"raise",33,1370,31,"all"
"carry",33,1370,33,"all"
"we’re",33,1370,30,"all"
"february",33,1370,31,"all"
"likes",33,1370,28,"all"
"showing",33,1370,33,"all"
"thousands",33,1370,33,"all"
"bay",33,1370,30,"all"
"turning",33,1370,32,"all"
"brain",33,1370,28,"all"
"images",33,1370,27,"all"
"grew",33,1370,32,"all"
"camera",33,1370,30,"all"
"nobody",33,1370,33,"all"
"dry",33,1370,31,"all"
"luck",33,1370,33,"all"
"gotta",33,1370,33,"all"
"martin",33,1370,32,"all"
"comments",33,1370,30,"all"
"rice",33,1370,26,"all"
"secret",33,1370,32,"all"
"thoughts",33,1370,32,"all"
"choose",33,1370,31,"all"
"plant",33,1370,27,"all"
"they’re",33,1370,29,"all"
"library",33,1370,28,"all"
"steve",33,1370,31,"all"
"signed",33,1370,31,"all"
"indeed",33,1370,31,"all"
"mexico",33,1370,31,"all"
"risk",33,1370,31,"all"
"buildings",33,1370,26,"all"
"december",33,1370,30,"all"
"authority",33,1370,26,"all"
"gas",33,1370,31,"all"
"prison",33,1370,31,"all"
"battle",33,1370,31,"all"
"august",33,1370,33,"all"
"portland",33,1370,31,"all"
"election",33,1370,32,"all"
"spokesman",33,1370,33,"all"
"january",32,1418,32,"all"
"train",32,1418,28,"all"
"enjoyed",32,1418,32,"all"
"setting",32,1418,32,"all"
"checked",32,1418,21,"all"
"treat",32,1418,28,"all"
"england",32,1418,31,"all"
"creating",32,1418,32,"all"
"individual",32,1418,32,"all"
"weird",32,1418,32,"all"
"easter",32,1418,29,"all"
"numbers",32,1418,32,"all"
"discovered",32,1418,30,"all"
"pressure",32,1418,32,"all"
"normal",32,1418,32,"all"
"policy",32,1418,30,"all"
"proud",32,1418,31,"all"
"options",32,1418,32,"all"
"taxes",32,1418,29,"all"
"british",32,1418,30,"all"
"slightly",32,1418,30,"all"
"gift",32,1418,27,"all"
"science",32,1418,31,"all"
"published",32,1418,32,"all"
"claim",32,1418,32,"all"
"considered",32,1418,30,"all"
"language",32,1418,28,"all"
"watched",32,1418,30,"all"
"wedding",32,1418,24,"all"
"debt",32,1418,28,"all"
"remove",32,1418,31,"all"
"ii",32,1418,25,"all"
"award",32,1418,27,"all"
"williams",32,1418,29,"all"
"defensive",32,1418,29,"all"
"firm",32,1418,28,"all"
"marketing",31,1454,29,"all"
"menu",31,1454,27,"all"
"adding",31,1454,31,"all"
"highly",31,1454,30,"all"
"prepared",31,1454,29,"all"
"enter",31,1454,29,"all"
"theme",31,1454,28,"all"
"happening",31,1454,31,"all"
"religion",31,1454,26,"all"
"thinks",31,1454,29,"all"
"shut",31,1454,31,"all"
"roll",31,1454,28,"all"
"happens",31,1454,31,"all"
"respect",31,1454,31,"all"
"skills",31,1454,26,"all"
"picked",31,1454,31,"all"
"damage",31,1454,27,"all"
"listening",31,1454,30,"all"
"stores",31,1454,27,"all"
"juice",31,1454,29,"all"
"island",31,1454,29,"all"
"i’d",31,1454,23,"all"
"traffic",31,1454,29,"all"
"digital",31,1454,26,"all"
"allowed",31,1454,28,"all"
"draft",31,1454,30,"all"
"shop",31,1454,31,"all"
"p",31,1454,31,"all"
"gold",31,1454,29,"all"
"realize",31,1454,30,"all"
"alive",31,1454,28,"all"
"feels",31,1454,31,"all"
"cars",31,1454,26,"all"
"headed",31,1454,31,"all"
"hi",31,1454,30,"all"
"charles",31,1454,29,"all"
"justice",31,1454,27,"all"
"construction",31,1454,29,"all"
"scored",31,1454,28,"all"
"figures",30,1493,28,"all"
"source",30,1493,30,"all"
"neither",30,1493,30,"all"
"unique",30,1493,29,"all"
"covered",30,1493,29,"all"
"obviously",30,1493,30,"all"
"conversation",30,1493,29,"all"
"egg",30,1493,26,"all"
"stick",30,1493,28,"all"
"speed",30,1493,30,"all"
"fellow",30,1493,30,"all"
"followers",30,1493,23,"all"
"standing",30,1493,27,"all"
"ends",30,1493,26,"all"
"remaining",30,1493,30,"all"
"article",30,1493,24,"all"
"mobile",30,1493,28,"all"
"largest",30,1493,30,"all"
"surprise",30,1493,27,"all"
"exercise",30,1493,27,"all"
"wind",30,1493,28,"all"
"sides",30,1493,29,"all"
"funds",30,1493,24,"all"
"buying",30,1493,30,"all"
"variety",30,1493,28,"all"
"leaves",30,1493,29,"all"
"described",30,1493,29,"all"
"lemon",30,1493,23,"all"
"additional",30,1493,29,"all"
"machine",30,1493,27,"all"
"positive",30,1493,30,"all"
"loves",30,1493,25,"all"
"provided",30,1493,27,"all"
"dreams",30,1493,30,"all"
"what’s",30,1493,30,"all"
"schedule",30,1493,26,"all"
"jack",30,1493,22,"all"
"ticket",30,1493,30,"all"
"cities",30,1493,28,"all"
"aside",30,1493,30,"all"
"aren't",30,1493,30,"all"
"europe",30,1493,29,"all"
"camp",30,1493,28,"all"
"inc",30,1493,27,"all"
"worse",30,1493,28,"all"
"revenue",30,1493,26,"all"
"forced",30,1493,29,"all"
"nfl",30,1493,24,"all"
"delicious",29,1541,26,"all"
"november",29,1541,29,"all"
"memory",29,1541,28,"all"
"owner",29,1541,28,"all"
"blues",29,1541,23,"all"
"offered",29,1541,29,"all"
"creative",29,1541,28,"all"
"management",29,1541,25,"all"
"seconds",29,1541,25,"all"
"latest",29,1541,29,"all"
"continues",29,1541,28,"all"
"path",29,1541,26,"all"
"comfortable",29,1541,26,"all"
"crowd",29,1541,29,"all"
"touch",29,1541,28,"all"
"studies",29,1541,25,"all"
"stars",29,1541,26,"all"
"nature",29,1541,28,"all"
"via",29,1541,29,"all"
"johnson",29,1541,24,"all"
"sauce",29,1541,28,"all"
"ingredients",29,1541,24,"all"
"photos",29,1541,28,"all"
"plenty",29,1541,29,"all"
"arts",29,1541,24,"all"
"related",29,1541,28,"all"
"uses",29,1541,26,"all"
"grace",29,1541,24,"all"
"cry",29,1541,26,"all"
"cards",29,1541,26,"all"
"richard",29,1541,28,"all"
"honor",29,1541,29,"all"
"arrested",29,1541,29,"all"
"silver",29,1541,23,"all"
"liked",29,1541,25,"all"
"rise",29,1541,29,"all"
"section",29,1541,29,"all"
"leader",29,1541,28,"all"
"rule",29,1541,28,"all"
"driver",29,1541,22,"all"
"dude",29,1541,28,"all"
"pounds",29,1541,24,"all"
"television",29,1541,25,"all"
"print",29,1541,24,"all"
"labor",29,1541,29,"all"
"stadium",29,1541,26,"all"
"wanna",29,1541,29,"all"
"thomas",29,1541,28,"all"
"missouri",29,1541,23,"all"
"junior",29,1541,26,"all"
"animals",29,1541,23,"all"
"prize",29,1541,24,"all"
"studio",28,1593,26,"all"
"shared",28,1593,28,"all"
"she’s",28,1593,23,"all"
"bear",28,1593,28,"all"
"forever",28,1593,28,"all"
"soft",28,1593,28,"all"
"sea",28,1593,28,"all"
"placed",28,1593,25,"all"
"october",28,1593,28,"all"
"ourselves",28,1593,26,"all"
"version",28,1593,28,"all"
"vs",28,1593,22,"all"
"western",28,1593,26,"all"
"drove",28,1593,28,"all"
"currently",28,1593,28,"all"
"solid",28,1593,26,"all"
"hits",28,1593,25,"all"
"m",28,1593,28,"all"
"realized",28,1593,26,"all"
"absolutely",28,1593,28,"all"
"hello",28,1593,26,"all"
"push",28,1593,27,"all"
"claims",28,1593,28,"all"
"willing",28,1593,27,"all"
"attend",28,1593,28,"all"
"journey",28,1593,26,"all"
"appear",28,1593,27,"all"
"serving",28,1593,25,"all"
"bond",28,1593,19,"all"
"posted",28,1593,28,"all"
"meant",28,1593,27,"all"
"apple",28,1593,26,"all"
"tony",28,1593,25,"all"
"shoes",28,1593,23,"all"
"planned",28,1593,27,"all"
"draw",28,1593,23,"all"
"continued",28,1593,28,"all"
"audience",28,1593,27,"all"
"parking",28,1593,25,"all"
"memories",28,1593,25,"all"
"somebody",28,1593,25,"all"
"steps",28,1593,27,"all"
"extremely",28,1593,27,"all"
"deserve",28,1593,27,"all"
"contact",28,1593,24,"all"
"bro",28,1593,27,"all"
"concerned",28,1593,27,"all"
"originally",28,1593,28,"all"
"breakfast",28,1593,26,"all"
"citizens",28,1593,25,"all"
"nor",28,1593,24,"all"
"robert",28,1593,27,"all"
"increased",28,1593,28,"all"
"calling",28,1593,28,"all"
"text",28,1593,28,"all"
"prosecutors",28,1593,27,"all"
"republicans",28,1593,25,"all"
"division",28,1593,27,"all"
"basketball",28,1593,24,"all"
"magic",27,1652,25,"all"
"strange",27,1652,27,"all"
"meaning",27,1652,26,"all"
"miami",27,1652,27,"all"
"impact",27,1652,27,"all"
"greatest",27,1652,26,"all"
"avenue",27,1652,26,"all"
"activities",27,1652,25,"all"
"posts",27,1652,26,"all"
"global",27,1652,25,"all"
"status",27,1652,27,"all"
"tom",27,1652,26,"all"
"quiet",27,1652,26,"all"
"wide",27,1652,26,"all"
"london",27,1652,27,"all"
"task",27,1652,27,"all"
"paris",27,1652,20,"all"
"spoke",27,1652,27,"all"
"airport",27,1652,25,"all"
"writer",27,1652,25,"all"
"directly",27,1652,26,"all"
"surprised",27,1652,27,"all"
"fruit",27,1652,23,"all"
"pizza",27,1652,17,"all"
"santa",27,1652,24,"all"
"tweets",27,1652,25,"all"
"model",27,1652,25,"all"
"reached",27,1652,27,"all"
"offers",27,1652,27,"all"
"wisdom",27,1652,21,"all"
"jackson",27,1652,26,"all"
"knowing",27,1652,25,"all"
"broken",27,1652,26,"all"
"traditional",27,1652,26,"all"
"count",27,1652,25,"all"
"j",27,1652,25,"all"
"vehicle",27,1652,23,"all"
"seat",27,1652,22,"all"
"holding",27,1652,27,"all"
"inspired",27,1652,26,"all"
"matters",27,1652,26,"all"
"baseball",27,1652,24,"all"
"fighting",27,1652,27,"all"
"communities",27,1652,26,"all"
"begins",27,1652,27,"all"
"mission",27,1652,23,"all"
"nation",27,1652,25,"all"
"arizona",27,1652,25,"all"
"passion",27,1652,26,"all"
"agent",27,1652,23,"all"
"yards",27,1652,26,"all"
"limited",27,1652,25,"all"
"proposal",27,1652,26,"all"
"dont",27,1652,26,"all"
"feb",27,1652,25,"all"
"cuts",27,1652,25,"all"
"detroit",27,1652,21,"all"
"imagine",26,1709,26,"all"
"mouth",26,1709,24,"all"
"writers",26,1709,26,"all"
"conditions",26,1709,25,"all"
"towards",26,1709,26,"all"
"bright",26,1709,25,"all"
"shirt",26,1709,22,"all"
"speaking",26,1709,26,"all"
"younger",26,1709,25,"all"
"edge",26,1709,24,"all"
"changing",26,1709,25,"all"
"houston",26,1709,26,"all"
"paying",26,1709,25,"all"
"brand",26,1709,24,"all"
"meanwhile",26,1709,26,"all"
"french",26,1709,24,"all"
"mentioned",26,1709,25,"all"
"parties",26,1709,24,"all"
"tiny",26,1709,25,"all"
"journal",26,1709,25,"all"
"bag",26,1709,19,"all"
"host",26,1709,25,"all"
"treatment",26,1709,24,"all"
"measure",26,1709,25,"all"
"bills",26,1709,26,"all"
"singing",26,1709,25,"all"
"becoming",26,1709,26,"all"
"programs",26,1709,26,"all"
"excellent",26,1709,26,"all"
"ill",26,1709,25,"all"
"oven",26,1709,23,"all"
"click",26,1709,23,"all"
"keeps",26,1709,25,"all"
"reader",26,1709,23,"all"
"operations",26,1709,22,"all"
"won’t",26,1709,25,"all"
"commercial",26,1709,25,"all"
"determined",26,1709,26,"all"
"thus",26,1709,24,"all"
"impossible",26,1709,26,"all"
"partner",26,1709,26,"all"
"scheduled",26,1709,26,"all"
"fiction",26,1709,14,"all"
"grant",26,1709,26,"all"
"filed",26,1709,26,"all"
"doubt",26,1709,26,"all"
"purple",26,1709,17,"all"
"flight",26,1709,22,"all"
"austin",26,1709,24,"all"
"peter",26,1709,23,"all"
"connection",26,1709,26,"all"
